Time(Minutes);EntityID;ObjectName;ProcessID;StepName;Action
2,9213198640916;P_Telefone.62;CombinerPedidoCasa;10.OnEnteredParentInputBuffer;[Batch] Parent;Entity 'P_Telefone.62' with match expression value '1' waiting to collect a batch of '2' member(s).
2,9213198640916;P_Telefone.62;Path9;9.OnReachedEnd;[End];Process 'Path9.OnReachedEnd' execution ended.
2,9213198640916;P_Telefone.62;ParentInput@CombinerPedidoCasa;11.OnEnteredToAssociatedObject;[End];Process 'ParentInput@CombinerPedidoCasa.OnEnteredToAssociatedObject' execution ended.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[Execute] AfterProcessingAddOnProcess;Executing process 'mudarImagem'.
5,95606388903356;Massa.66;Model;11.mudarImagem;[Begin];Process 'mudarImagem' execution started.
5,95606388903356;Massa.66;Model;11.mudarImagem;[Assign] Assign2;Assigning state variable 'Massa.66.Picture' the value '2'. Previous value was '0'.
5,95606388903356;Massa.66;Model;11.mudarImagem;[End];Process 'mudarImagem' execution ended.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[Release] SecondaryResource;Object 'Massa.66' attempting to release '1' resource(s) of resource type '[Specific] Pizzaiolo'.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[Release] SecondaryResource;Object 'Massa.66' reserving '1' capacity unit(s) of resource 'Pizzaiolo[1]'.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[Release] SecondaryResource;Object 'Massa.66' released '1' capacity unit(s) of resource 'Pizzaiolo[1]'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Begin];Process 'Pizzaiolo[1].OnCapacityReleased' execution started.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] ResourceState;Assigning state variable 'Pizzaiolo[1].ResourceState' the value '0'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingSeizeRequest.Enabled' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingSeizeRequest.ReturnValue' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Assign] OnCapacityReleasedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '0'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[SetNode] ToClearDestination;Destination node of entity 'Pizzaiolo[1]' set to value 'No Destination'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Fire] RemainInPlaceEndedEvent;Firing event 'Pizzaiolo[1].RemainInPlaceEnded'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Wait] UntilRemainInPlaceEnded;Wait for event(s) ended. Releasing token from Wait step.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[Fire] ReleasedEvent;Firing event 'Pizzaiolo[1].Released'.
5,95606388903356;Massa.66;Pizzaiolo[1];11.OnCapacityReleased;[End];Process 'Pizzaiolo[1].OnCapacityReleased' execution ended.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'Massa.66' transferring from '[Station] Mesa.Processing' into station 'Mesa.OutputBuffer'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Delay] EpsilonTime;Delaying token by 'Epsilon' until time '5,95606388903356' Minutes. Token exit scheduled as a late priority event on current events calendar.
5,95606388903356;Massa.66;Mesa;11.OnEnteredOutputBuffer;[Begin];Process 'Mesa.OnEnteredOutputBuffer' execution started.
5,95606388903356;Massa.66;Mesa;11.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'Massa.66' ending transfer into station 'Mesa.OutputBuffer'.
5,95606388903356;Massa.66;Mesa;11.OnEnteredOutputBuffer;[Release] Server;Object 'Massa.66' attempting to release '1' resource(s) of resource type '[ParentObject] Mesa'.
5,95606388903356;Massa.66;Mesa;11.OnEnteredOutputBuffer;[Release] Server;Object 'Massa.66' released '1' capacity unit(s) of resource 'Mesa'.
5,95606388903356;--;--;--;--;Resource 'Mesa' checking its allocation queue which contains '1' item(s).
5,95606388903356;--;--;--;--;Resource 'Mesa' selecting object 'Massa.67' waiting at rank '1' in its allocation queue.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] Server;Object 'Massa.67' seized '1' capacity unit(s) of resource 'Mesa'.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] Server;Object 'Massa.67' completed seize of '1' resource(s) of resource type '[ParentObject] Mesa'.
5,95606388903356;Massa.66;Mesa;11.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'Massa.66' transferring from '[Station] Mesa.OutputBuffer' into node 'Output@Mesa'.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Mesa.OnEnteredFromAssociatedObject' execution started.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Mesa.Entered'.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Decide] IfTransporter;Token branching on condition 'Entity.Is.Transporter'.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Decide] IfTransporter;Token sent to 'False' exit.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Execute] RoutingOutLogic;Executing process 'Output@Mesa.RoutingOutLogic'.
5,95606388903356;Massa.66;Output@Mesa;7.RoutingOutLogic;[Begin];Process 'Output@Mesa.RoutingOutLogic' execution started.
5,95606388903356;Massa.66;Output@Mesa;7.RoutingOutLogic;[Fire] RideWaitingEvent;Firing event 'Output@Mesa.RiderWaiting'.
5,95606388903356;Massa.66;Output@Mesa;7.RoutingOutLogic;[Ride] OnTransporter;Inserting entity 'Massa.66' into 'Output@Mesa.RidePickupQueue'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnEvaluatingRiderReservation;[Begin];Process 'Pizzaiolo[1].OnEvaluatingRiderReservation' execution started.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnEvaluatingRiderReservation;[Decide] IfAcceptTransportRequest;Token sent to 'True' exit.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnEvaluatingRiderReservation;[End];Process 'Pizzaiolo[1].OnEvaluatingRiderReservation' execution ended.
5,95606388903356;Massa.66;Output@Mesa;7.RoutingOutLogic;[Ride] OnTransporter;Entity 'Massa.66' reserved a ride on transporter 'Pizzaiolo[1]'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Begin];Process 'Pizzaiolo[1].OnRiderReservationAccepted' execution started.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfIdle;Token branching on condition 'ResourceState==List.ResourceStateName.Idle'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfIdle;Token sent to 'True' exit.
5,95606388903356;--;--;--;--;Ignoring attempt to execute disabled process 'Pizzaiolo[1].OnNewSeizeRequest'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Seize] Worker;Object 'Pizzaiolo[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] Pizzaiolo[1]'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Seize] Worker;Object 'Pizzaiolo[1]' found '1' currently available resource(s) of resource type '[ParentObject] Pizzaiolo[1]'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Seize] Worker;Object 'Pizzaiolo[1]' seized '1' capacity unit(s) of resource 'Pizzaiolo[1]'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Begin];Process 'Pizzaiolo[1].OnCapacityAllocated' execution started.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] ResourceState;Assigning state variable 'Pizzaiolo[1].ResourceState' the value '7'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.Enabled' the value '0'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.ReturnValue' the value '0'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Assign] OnCapacityAllocatedAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[Fire] AllocatedEvent;Firing event 'Pizzaiolo[1].Allocated'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];1.OnCapacityAllocated;[End];Process 'Pizzaiolo[1].OnCapacityAllocated' execution ended.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Seize] Worker;Object 'Pizzaiolo[1]' completed seize of '1' resource(s) of resource type '[ParentObject] Pizzaiolo[1]'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[SelectVisit] ToAcceptedDestination;Entity 'Pizzaiolo[1]' searching its visit request queue containing '1' accepted visit request(s).
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[SelectVisit] ToAcceptedDestination;Entity 'Pizzaiolo[1]' selected visit destination 'Output@Mesa'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfInFreeSpace;Token branching on condition '(CurrentNode==Nothing)&&(CurrentLink==Nothing)&&(CurrentStation==Nothing)'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfInFreeSpace;Token sent to 'False' exit.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfUnpark;Token branching on condition 'IsParked && (OnVisitingNode.TokensInProcess==0)'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Decide] IfUnpark;Token sent to 'False' exit.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[Fire] RemainInPlaceEndedEvent;Firing event 'Pizzaiolo[1].RemainInPlaceEnded'.
5,95606388903356;Massa.66;Pizzaiolo[1];4.OnRiderReservationAccepted;[End];Process 'Pizzaiolo[1].OnRiderReservationAccepted' execution ended.
5,95606388903356;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[Execute] RoutingOutLogic;Token waiting at Execute step for '1' other processes to complete.
5,95606388903356;Massa.66;Mesa;8.OnEnteredProcessing;[End];Process 'Mesa.OnEnteredProcessing' execution ended.
5,95606388903356;--;--;--;--;Ignoring attempt to execute disabled process 'Pizzaiolo[1].OnNewSeizeRequest'.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] SecondaryResource;Object 'Massa.67' checking availability to seize '1' resource(s) of resource type '[Specific] Pizzaiolo'.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] SecondaryResource;Object 'Massa.67' unable to seize '1' capacity unit(s) of resource 'Pizzaiolo[1]'. Insufficient capacity available.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] SecondaryResource;Object 'Massa.67' found '0' currently available resource(s) of resource type '[Specific] Pizzaiolo'.
5,95606388903356;Massa.67;Mesa;3.OnEnteredInputBuffer;[Seize] SecondaryResource;Object 'Massa.67' waiting to seize '1' resource(s) of resource type '[Specific] Pizzaiolo'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Decide] IfNotVisitingNode;Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.WorkerOffShiftAction.GoToHome)||(OffShiftAction==List.WorkerOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Decide] IfNotVisitingNode;Token sent to 'True' exit.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Decide] IfParked;Token branching on condition 'IsParked'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Decide] IfParked;Token sent to 'False' exit.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[Assign] IgnoreVisitingCurrentNodeFlag;Assigning state variable 'Pizzaiolo[1].IgnoreVisitingCurrentNode' the value '0'. Previous value was '0'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];14.OnVisitingNode;[End];Process 'Pizzaiolo[1].OnVisitingNode' execution ended.
5,95606388903356;Pizzaiolo[1];PtMesa;13.OnEntered;[Transfer] ToOutboundLink;Entity 'Pizzaiolo[1]' could not find a followable travel path from starting location '[Node] PtMesa' to destination location 'Output@Mesa' using assigned network 'Global'.
5,95606388903356;Pizzaiolo[1];PtMesa;13.OnEntered;[Transfer] ToOutboundLink;Entity 'Pizzaiolo[1]' failed to initiate transfer from '[Node] PtMesa' to an outbound link.
5,95606388903356;Pizzaiolo[1];PtMesa;13.OnEntered;[Transfer] ToFreeSpace;Entity 'Pizzaiolo[1]' initiating transfer from '[Node] PtMesa' into free space of facility 'Model'.
5,95606388903356;Pizzaiolo[1];PtMesa;14.OnExited;[Begin];Process 'PtMesa.OnExited' execution started.
5,95606388903356;Pizzaiolo[1];PtMesa;14.OnExited;[Fire] ExitedEvent;Firing event 'PtMesa.Exited'.
5,95606388903356;Pizzaiolo[1];PtMesa;14.OnExited;[End];Process 'PtMesa.OnExited' execution ended.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Begin];Process 'Pizzaiolo[1].OnEnteredFreeSpace' execution started.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Assign] OnEnteredFreeSpaceAssignments;Assigning state variable 'Pizzaiolo[1].FreeSpaceSteeringToken.15.EnteredFreeSpaceFromNode' the value '1'. Previous value was '0'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Decide] IfDestinationNode;Token branching on condition 'DestinationNode != Nothing'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Decide] IfDestinationNode;Token sent to 'True' exit.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Decide] IfDirectToDestination;Token branching on condition 'Math.If(FreeSpaceSteeringBehavior == List.FreeSpaceSteeringBehaviorType.DirectToDestination || CurrentNetwork == Nothing || !FreeSpaceSteeringToken.EnteredFreeSpaceFromNode, True, !CurrentNetwork.PathExists(PreviousNode, DestinationNode))'.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Decide] IfDirectToDestination;Token sent to 'True' exit.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Travel] DirectToDestination;Entity 'Pizzaiolo[1]' starting free space travel movement to coordinates 'X=11,113 Y=0 Z=-4,655' Meters.
5,95606388903356;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Travel] DirectToDestination;Setting movement rate of entity 'Pizzaiolo[1]' to desired maximum value '7200' Meters per Hour.
5,95606388903356;Massa.66;Pizzaiolo[1];12.OnMoveRequestAccepted;[End];Process 'Pizzaiolo[1].OnMoveRequestAccepted' execution ended.
5,95606388903356;Pizzaiolo[1];PtMesa;13.OnEntered;[End];Process 'PtMesa.OnEntered' execution ended.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Travel] DirectToDestination;Entity 'Pizzaiolo[1]' finished free space travel movement to coordinates 'X=11,113 Y=0 Z=-4,655' Meters.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Travel] DirectToDestination;Setting movement rate of entity 'Pizzaiolo[1]' to desired ending value '0' Meters per Hour.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[Transfer] ToDestinationNode;Entity 'Pizzaiolo[1]' transferring from '[FreeSpace] Model' into node 'Output@Mesa'.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[Begin];Process 'Output@Mesa.OnEntered' execution started.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[Fire] EnteredEvent;Firing event 'Output@Mesa.Entered'.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[VisitNode] Entity;Executing process 'Pizzaiolo[1].OnVisitingNode'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Begin];Process 'Pizzaiolo[1].OnVisitingNode' execution started.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfNotVisitingNode;Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.WorkerOffShiftAction.GoToHome)||(OffShiftAction==List.WorkerOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfNotVisitingNode;Token sent to 'False' exit.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfBusy;Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfBusy;Token sent to 'False' exit.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfLoadingUnloading;Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfLoadingUnloading;Token sent to 'True' exit.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Dropoff] Rider;Transporter 'Pizzaiolo[1]' failed to drop off a rider at node 'Output@Mesa'. No eligible drop-off requests.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Assign] ToClearPreferredOwner;Assigning state variable 'Pizzaiolo[1].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Assign] ToClearPreferredOwner;Assigning state variable 'Pizzaiolo[1].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Pickup] Rider;Transporter 'Pizzaiolo[1]' searching '1' pickup request(s) waiting at node 'Output@Mesa'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Pickup] Rider;Transporter 'Pizzaiolo[1]' picking up rider 'Massa.66' at node 'Output@Mesa'. 
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoading;[Begin];Process 'Pizzaiolo[1].OnRiderLoading' execution started.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoading;[Assign] OnRiderLoadingAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.Enabled' the value '0'. Previous value was '0'.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoading;[Assign] OnRiderLoadingAssignments;Assigning state variable 'Pizzaiolo[1].OnEvaluatingRiderReservation.ReturnValue' the value '0'. Previous value was '0'.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoading;[End];Process 'Pizzaiolo[1].OnRiderLoading' execution ended.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Pickup] Rider;Entity 'Massa.66' transferring from '[Node] Output@Mesa' into station 'Pizzaiolo[1].RideStation'.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoaded;[Begin];Process 'Pizzaiolo[1].OnRiderLoaded' execution started.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoaded;[EndTransfer] OntoWorker;Entity 'Massa.66' ending transfer into station 'Pizzaiolo[1].RideStation'.
5,98544564127964;Massa.66;Output@Mesa;8.OnExited;[Begin];Process 'Output@Mesa.OnExited' execution started.
5,98544564127964;Massa.66;Output@Mesa;8.OnExited;[Fire] ExitedEvent;Firing event 'Output@Mesa.Exited'.
5,98544564127964;Massa.66;Output@Mesa;8.OnExited;[End];Process 'Output@Mesa.OnExited' execution ended.
5,98544564127964;Massa.66;Pizzaiolo[1];14.OnRiderLoaded;[End];Process 'Pizzaiolo[1].OnRiderLoaded' execution ended.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[VisitNode] Entity;Token waiting at VisitNode step for '1' other processes to complete.
5,98544564127964;Massa.66;Mesa;11.OnEnteredOutputBuffer;[End];Process 'Mesa.OnEnteredOutputBuffer' execution ended.
5,98544564127964;Massa.66;Output@Mesa;7.RoutingOutLogic;[Decide] IfReservingCurrentTransporter;Token branching on condition ''.
5,98544564127964;Massa.66;Output@Mesa;7.RoutingOutLogic;[Decide] IfReservingCurrentTransporter;Token sent to 'False' exit.
5,98544564127964;Massa.66;Output@Mesa;7.RoutingOutLogic;[End];Process 'Output@Mesa.RoutingOutLogic' execution ended.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Pickup] Rider;Transporter 'Pizzaiolo[1]' failed to pick up a rider at node 'Output@Mesa'. The transporter is already loaded to its ride capacity.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[SelectDropoff] NextTransportDropoff;Transporter 'Pizzaiolo[1]' searching its ride station containing '1' rider(s).
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[SelectDropoff] NextTransportDropoff;Transporter 'Pizzaiolo[1]' selected drop-off destination '<any destination>' requested by rider 'Massa.66'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfParked;Token branching on condition 'IsParked'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Decide] IfParked;Token sent to 'False' exit.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[Assign] IgnoreVisitingCurrentNodeFlag;Assigning state variable 'Pizzaiolo[1].IgnoreVisitingCurrentNode' the value '0'. Previous value was '0'.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];12.OnVisitingNode;[End];Process 'Pizzaiolo[1].OnVisitingNode' execution ended.
5,98544564127964;Massa.66;Output@Mesa;9.OnEnteredFromAssociatedObject;[End];Process 'Output@Mesa.OnEnteredFromAssociatedObject' execution ended.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[Decide] IfTransporter;Token branching on condition 'Entity.Is.Transporter'.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[Decide] IfTransporter;Token sent to 'True' exit.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[Transfer] ToOutboundLink;Entity 'Pizzaiolo[1]' transferring from '[Node] Output@Mesa' onto link 'ToForno'.
5,98544564127964;Pizzaiolo[1];ToForno;9.OnEntered;[Begin];Process 'ToForno.OnEntered' execution started.
5,98544564127964;Pizzaiolo[1];ToForno;9.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'Pizzaiolo[1].Movement.Rate' the value '7200' Meters per Hour. Previous value was '7200' Meters per Hour.
5,98544564127964;Pizzaiolo[1];ToForno;9.OnEntered;[EndTransfer] OntoPath;Entity 'Pizzaiolo[1]' ending transfer onto link 'ToForno'.
5,98544564127964;Pizzaiolo[1];ToForno;9.OnEntered;[End];Process 'ToForno.OnEntered' execution ended.
5,98544564127964;Pizzaiolo[1];Pizzaiolo[1];15.OnEnteredFreeSpace;[End];Process 'Pizzaiolo[1].OnEnteredFreeSpace' execution ended.
5,98544564127964;Pizzaiolo[1];Output@Mesa;13.OnEntered;[End];Process 'Output@Mesa.OnEntered' execution ended.
5,99032704209547;Pizzaiolo[1];Output@Mesa;13.OnExited;[Begin];Process 'Output@Mesa.OnExited' execution started.
5,99032704209547;Pizzaiolo[1];Output@Mesa;13.OnExited;[Fire] ExitedEvent;Firing event 'Output@Mesa.Exited'.
5,99032704209547;Pizzaiolo[1];Output@Mesa;13.OnExited;[End];Process 'Output@Mesa.OnExited' execution ended.
6,01044564127964;Pizzaiolo[1];ToForno;13.OnReachedEnd;[Begin];Process 'ToForno.OnReachedEnd' execution started.
6,01044564127964;Pizzaiolo[1];ToForno;13.OnReachedEnd;[Transfer] FromPath;Entity 'Pizzaiolo[1]' transferring from '[EndOfLink] ToForno' into node 'Input@Forno'.
